Date,AAPL,BTC-USD,JNJ,XOM
2020-01-01,,7200.17431640625,,
2020-01-02,72.4005126953125,6985.47021484375,122.63822937011719,53.3064079284668
2020-01-03,71.69664001464844,7344.88427734375,121.21835327148438,52.877845764160156
2020-01-04,,7410.65673828125,,
2020-01-05,,7411.3173828125,,
2020-01-06,72.2679214477539,7769.21923828125,121.06715393066406,53.28385543823242
2020-01-07,71.92807006835938,8163.6923828125,121.80646514892578,52.847782135009766
2020-01-08,73.08511352539062,8079.86279296875,121.7896499633789,52.05080795288086
2020-01-09,74.63748931884766,7879.0712890625,122.15092468261719,52.44929885864258
2020-01-10,74.80622100830078,8166.55419921875,121.87371063232422,51.98314666748047
2020-01-11,,8037.53759765625,,
2020-01-12,,8192.494140625,,
2020-01-13,76.40441131591797,8144.1943359375,122.41138458251953,52.47935485839844
2020-01-14,75.37268829345703,8827.7646484375,123.10029602050781,52.028255462646484
2020-01-15,75.04969024658203,8807.0107421875,123.5119857788086,51.945560455322266
2020-01-16,75.98979949951172,8723.7861328125,124.51178741455078,51.742557525634766
2020-01-17,76.8310775756836,8929.0380859375,125.32673645019531,51.54706573486328
2020-01-18,,8942.80859375,,
2020-01-19,,8706.2451171875,,
2020-01-20,,8657.642578125,,
2020-01-21,76.31043243408203,8745.89453125,125.41075897216797,50.81025695800781
2020-01-22,76.58279418945312,8680.8759765625,124.55384063720703,50.51704025268555
2020-01-23,76.95162200927734,8406.515625,124.78903198242188,50.20125198364258
2020-01-24,76.7298355102539,8445.4345703125,124.61263275146484,49.8629264831543
2020-01-25,,8367.84765625,,
2020-01-26,,8596.830078125,,
2020-01-27,74.47357940673828,8909.8193359375,124.97384643554688,48.67498779296875
2020-01-28,76.58040618896484,9358.58984375,125.60400390625,48.60732650756836
2020-01-29,78.18339538574219,9316.6298828125,126.47775268554688,48.201324462890625
2020-01-30,78.07012939453125,9508.9931640625,126.3265380859375,48.712589263916016
2020-01-31,74.60856628417969,9350.529296875,125.07470703125,46.70512390136719
2020-02-01,,9392.875,,
2020-02-02,,9344.365234375,,
2020-02-03,74.4036865234375,9293.521484375,126.16690063476562,45.66006088256836
2020-02-04,76.86001586914062,9180.962890625,127.36833190917969,45.088653564453125
2020-02-05,77.48674774169922,9613.423828125,129.3762969970703,47.16376876831055
2020-02-06,78.39311218261719,9729.8017578125,128.9898681640625,46.52468490600586
2020-02-07,77.32755279541016,9795.943359375,127.61196899414062,46.2164306640625
2020-02-08,,9865.119140625,,
2020-02-09,,10116.673828125,,
2020-02-10,77.69482421875,9856.611328125,127.58676147460938,45.728328704833984
2020-02-11,77.22602844238281,10208.236328125,127.69600677490234,46.163047790527344
2020-02-12,79.05999755859375,10326.0546875,126.9398422241211,46.72740173339844
2020-02-13,78.49700927734375,10214.3798828125,126.0997085571289,46.46811294555664
2020-02-14,78.5163345336914,10312.1162109375,126.13327026367188,46.25457000732422
2020-02-15,,9889.4248046875,,
2020-02-16,,9934.43359375,,
2020-02-17,,9690.142578125,,
2020-02-18,77.07866668701172,10141.99609375,125.3014907836914,45.66732406616211
2020-02-19,78.19500732421875,9633.38671875,125.13348388671875,46.01814270019531
2020-02-20,77.39276885986328,9608.4755859375,124.65460205078125,45.65207290649414
2020-02-21,75.64100646972656,9686.44140625,125.96524810791016,45.09534454345703
2020-02-22,,9663.181640625,,
2020-02-23,,9924.515625,,
2020-02-24,72.04803466796875,9650.1748046875,123.36954498291016,42.98279571533203
2020-02-25,69.60760498046875,9341.705078125,122.30414581298828,41.335487365722656
2020-02-26,70.7118148803711,8820.5224609375,121.48401641845703,40.42792892456055
2020-02-27,66.08952331542969,8784.494140625,117.62843322753906,37.995094299316406
2020-02-28,66.05087280273438,8672.455078125,113.70523834228516,39.2305793762207
2020-02-29,,8599.5087890625,,
2020-03-01,,8562.4541015625,,
2020-03-02,72.20023345947266,8869.669921875,118.3894271850586,41.09144592285156
2020-03-03,69.90721130371094,8787.7861328125,114.64378356933594,39.12381362915039
2020-03-04,73.14983367919922,8755.24609375,121.31491088867188,39.97796630859375
2020-03-05,70.77706909179688,9078.7626953125,120.07195281982422,38.21626281738281
2020-03-06,69.8371353149414,9122.5458984375,120.08890533447266,36.37064743041992
2020-03-07,,8909.9541015625,,
2020-03-08,,8108.1162109375,,
2020-03-09,64.31358337402344,7923.64453125,115.36247253417969,31.924427032470703
2020-03-10,68.94552612304688,7909.7294921875,119.75914764404297,33.10651779174805
2020-03-11,66.55103302001953,7911.43017578125,111.43927764892578,32.01593780517578
2020-03-12,59.97879409790039,4970.7880859375,106.0363998413086,28.355224609375
2020-03-13,67.16476440429688,5563.70703125,113.54458618164062,29.072113037109375
2020-03-14,,5200.3662109375,,
2020-03-15,,5392.31494140625,,
2020-03-16,58.52421951293945,5014.47998046875,107.49069213867188,26.30370330810547
2020-03-17,61.097537994384766,5225.62939453125,115.4892807006836,28.073047637939453
2020-03-18,59.601863861083984,5238.4384765625,114.11109161376953,25.25887680053711
2020-03-19,59.14519119262695,6191.19287109375,107.42304992675781,26.257951736450195
2020-03-20,55.390316009521484,6198.7783203125,101.369140625,24.969078063964844
2020-03-21,,6185.06640625,,
2020-03-22,,5830.2548828125,,
2020-03-23,54.213600158691406,6416.31494140625,93.97087097167969,23.985261917114258
2020-03-24,59.652610778808594,6734.8037109375,100.76882934570312,27.028221130371094
2020-03-25,59.32399368286133,6681.06298828125,100.95484924316406,28.43911361694336
2020-03-26,62.445804595947266,6716.4404296875,107.01719665527344,29.605972290039062
2020-03-27,59.86040496826172,6469.79833984375,104.13399505615234,28.1798152923584
2020-03-28,,6242.19384765625,,
2020-03-29,,5922.04296875,,
2020-03-30,61.56869888305664,6429.841796875,112.46232604980469,28.599273681640625
2020-03-31,61.44306182861328,6438.64453125,110.87275695800781,28.95771598815918
2020-04-01,58.21010208129883,6606.7763671875,108.91116333007812,28.622156143188477
2020-04-02,59.181427001953125,6793.62451171875,112.58068084716797,30.81095314025879
2020-04-03,58.330909729003906,6733.38720703125,113.44312286376953,29.90340232849121
2020-04-04,,6867.52734375,,
2020-04-05,,6791.12939453125,,
2020-04-06,63.419551849365234,7271.78125,118.1695556640625,30.864343643188477
2020-04-07,62.685001373291016,7176.41455078125,116.24180603027344,31.451581954956055
2020-04-08,64.28942108154297,7334.0986328125,121.12886810302734,33.44208908081055
2020-04-09,64.75333404541016,7302.08935546875,119.41251373291016,32.892982482910156
2020-04-10,,6865.4931640625,,
2020-04-11,,6859.0830078125,,
2020-04-12,,6971.091796875,,
2020-04-13,66.0242919921875,6845.03759765625,118.17803192138672,32.610801696777344
2020-04-14,69.35871887207031,6842.427734375,123.47096252441406,32.35913848876953
2020-04-15,68.72564697265625,6642.10986328125,124.8491439819336,30.871967315673828
2020-04-16,69.27173614501953,7116.80419921875,126.54866027832031,29.857648849487305
2020-04-17,68.33179473876953,7096.1845703125,128.53564453125,32.961612701416016
2020-04-18,,7257.6650390625,,
2020-04-19,,7189.4248046875,,
2020-04-20,66.91346740722656,6881.95849609375,128.23971557617188,31.405820846557617
2020-04-21,64.84515380859375,6880.3232421875,126.55713653564453,31.23804473876953
2020-04-22,66.71292114257812,7117.20751953125,129.35580444335938,32.13032913208008
2020-04-23,66.45437622070312,7429.724609375,131.48648071289062,33.13703155517578
2020-04-24,68.37289428710938,7550.90087890625,130.93687438964844,33.350563049316406
2020-04-25,,7569.93603515625,,
2020-04-26,,7679.8671875,,
2020-04-27,68.42121124267578,7795.60107421875,130.4549560546875,33.51072311401367
2020-04-28,67.31214904785156,7807.05859375,128.0029296875,34.2962532043457
2020-04-29,69.52302551269531,8801.0380859375,127.0306167602539,36.19524002075195
2020-04-30,70.98968505859375,8658.5537109375,126.86148834228516,35.44021987915039
2020-05-01,69.8468017578125,8864.7666015625,125.3818359375,32.90060806274414
2020-05-02,,8988.5966796875,,
2020-05-03,,8897.46875,,
2020-05-04,70.8350601196289,8912.654296875,125.36495208740234,34.22761154174805
2020-05-05,71.89818572998047,9003.0703125,126.4049301147461,34.189476013183594
2020-05-06,72.64000701904297,9268.76171875,125.20430755615234,33.54885482788086
2020-05-07,73.39146423339844,9951.5185546875,124.79000854492188,33.739524841308594
2020-05-08,75.1382827758789,9842.666015625,125.72850036621094,35.21906280517578
2020-05-09,,9593.896484375,,
2020-05-10,,8756.4306640625,,
2020-05-11,76.32060241699219,8601.7958984375,126.07520294189453,34.88349533081055
2020-05-12,75.44842529296875,8804.4775390625,124.40950012207031,34.3004150390625
2020-05-13,74.53746032714844,9269.9873046875,124.40106201171875,32.597835540771484
2020-05-14,74.99534606933594,9733.7216796875,124.83228302001953,32.88547897338867
2020-05-15,74.5519790649414,9328.197265625,127.19971466064453,32.652259826660156
2020-05-16,,9377.013671875,,
2020-05-17,,9670.7392578125,,
2020-05-18,76.30850219726562,9726.5751953125,127.2673568725586,35.24888229370117
2020-05-19,75.8675537109375,9729.0380859375,125.99909210205078,34.16046905517578
2020-05-20,77.34303283691406,9522.9814453125,124.8660888671875,35.27219772338867
2020-05-21,76.76643371582031,9081.76171875,124.04593658447266,34.642478942871094
2020-05-22,77.26067352294922,9182.5771484375,122.9135971069336,34.673587799072266
2020-05-23,,9209.287109375,,
2020-05-24,,8790.3681640625,,
2020-05-25,,8906.9345703125,,
2020-05-26,76.73735046386719,8835.052734375,123.07535552978516,35.692020416259766
2020-05-27,77.07169342041016,9181.017578125,123.3563461303711,35.94858169555664
2020-05-28,77.1056137084961,9525.7509765625,125.127197265625,35.015663146972656
2020-05-29,77.0304946899414,9439.1240234375,126.64263153076172,35.34996032714844
2020-05-30,,9700.4140625,,
2020-05-31,,9461.05859375,,
2020-06-01,77.97781372070312,10167.2685546875,125.31449127197266,35.979671478271484
2020-06-02,78.33881378173828,9529.8037109375,126.21696472167969,36.78042984008789
2020-06-03,78.77008056640625,9656.7177734375,126.55748748779297,38.280879974365234
2020-06-04,78.0916748046875,9800.63671875,124.92284393310547,38.17204666137695
2020-06-05,80.31580352783203,9665.533203125,125.40814208984375,41.2662353515625
2020-06-06,,9653.6796875,,
2020-06-07,,9758.8525390625,,
2020-06-08,80.79069519042969,9771.4892578125,124.9568862915039,42.55677795410156
2020-06-09,83.34188842773438,9795.7001953125,124.26729583740234,41.60830307006836
2020-06-10,85.486083984375,9870.0947265625,125.83387756347656,39.37705612182617
2020-06-11,81.3818359375,9321.78125,119.93379974365234,35.90193557739258
2020-06-12,82.08447265625,9480.84375,121.02352142333984,36.67158508300781
2020-06-13,,9475.27734375,,
2020-06-14,,9386.7880859375,,
2020-06-15,83.09960174560547,9450.7021484375,120.25731658935547,36.64826583862305
2020-06-16,85.30194091796875,9538.0244140625,122.99024963378906,37.47235107421875
2020-06-17,85.18321990966797,9480.2548828125,122.6156005859375,36.251773834228516
2020-06-18,85.2171401977539,9411.8408203125,122.0962905883789,36.477237701416016
2020-06-19,84.73015594482422,9288.0185546875,122.45386505126953,35.74644088745117
2020-06-20,,9332.3408203125,,
2020-06-21,,9303.6298828125,,
2020-06-22,86.94702911376953,9648.7177734375,122.07925415039062,36.08850860595703
2020-06-23,88.8028793334961,9629.658203125,121.62798309326172,36.30619430541992
2020-06-24,87.23532104492188,9313.6103515625,119.03983306884766,34.59584426879883
2020-06-25,88.3934097290039,9264.8134765625,118.91212463378906,35.11671829223633
2020-06-26,85.67747497558594,9162.91796875,117.32856750488281,33.91168975830078
2020-06-27,,9045.390625,,
2020-06-28,,9143.58203125,,
2020-06-29,87.65206146240234,9190.8544921875,118.37572479248047,34.45589828491211
2020-06-30,88.38373565673828,9137.9931640625,119.72945404052734,34.766883850097656
2020-07-01,88.21656799316406,9228.3251953125,119.51661682128906,33.98166275024414
2020-07-02,88.21656799316406,9123.41015625,120.01892852783203,34.269325256347656
2020-07-03,,9087.3037109375,,
2020-07-04,,9132.48828125,,
2020-07-05,,9073.9423828125,,
2020-07-06,90.57636260986328,9375.474609375,121.73020935058594,34.510318756103516
2020-07-07,90.29533386230469,9252.27734375,121.61946868896484,33.616275787353516
2020-07-08,92.3983154296875,9428.3330078125,121.97711181640625,33.53852462768555
2020-07-09,92.79566192626953,9277.9677734375,121.31302642822266,32.154685974121094
2020-07-10,92.95799255371094,9278.8076171875,121.21080017089844,33.1575813293457
2020-07-11,,9240.3466796875,,
2020-07-12,,9276.5,,
2020-07-13,92.5291519165039,9243.6142578125,123.6287612915039,33.16535949707031
2020-07-14,94.06037139892578,9243.2138671875,125.9360122680664,34.26154327392578
2020-07-15,94.70726013183594,9192.8369140625,126.2254409790039,34.6969108581543
2020-07-16,93.54187774658203,9132.2275390625,127.0683364868164,34.42479705810547
2020-07-17,93.35289001464844,9151.392578125,127.1534652709961,33.833953857421875
2020-07-18,,9159.0400390625,,
2020-07-19,,9185.8173828125,,
2020-07-20,95.32022094726562,9164.2314453125,127.3663330078125,33.040977478027344
2020-07-21,94.004638671875,9374.8876953125,127.48554229736328,34.71246337890625
2020-07-22,94.2686996459961,9525.36328125,127.71537780761719,33.9039306640625
2020-07-23,89.97795104980469,9581.072265625,127.37482452392578,33.97389602661133
2020-07-24,89.75503540039062,9536.892578125,126.10627746582031,33.76398849487305
2020-07-25,,9677.11328125,,
2020-07-26,,9905.1669921875,,
2020-07-27,91.88226318359375,10990.873046875,125.30599212646484,34.26154327392578
2020-07-28,90.37286376953125,10912.8232421875,125.00796508789062,33.857269287109375
2020-07-29,92.10516357421875,11100.4677734375,124.7611083984375,34.2304573059082
2020-07-30,93.21965026855469,11111.2138671875,125.01648712158203,32.551185607910156
2020-07-31,102.97869873046875,11323.466796875,124.09699249267578,32.714447021484375
2020-08-01,,11759.5927734375,,
2020-08-02,,11053.6142578125,,
2020-08-03,105.5735092163086,11246.3486328125,125.45073699951172,32.84661865234375
2020-08-04,106.2785415649414,11205.892578125,125.34004211425781,33.795074462890625
2020-08-05,106.66378021240234,11747.0224609375,126.34465026855469,34.09050750732422
2020-08-06,110.38518524169922,11779.7734375,125.62098693847656,33.927249908447266
2020-08-07,107.87550354003906,11601.47265625,126.51495361328125,33.77176284790039
2020-08-08,,11754.0458984375,,
2020-08-09,,11675.7392578125,,
2020-08-10,109.44344329833984,11878.111328125,126.0296630859375,34.603614807128906
2020-08-11,106.18861389160156,11410.525390625,125.127197265625,34.96123504638672
2020-08-12,109.71770477294922,11584.9345703125,127.41741943359375,34.953304290771484
2020-08-13,111.65946197509766,11784.1376953125,126.00409698486328,34.09710693359375
2020-08-14,111.5599365234375,11768.87109375,126.20843505859375,34.24773406982422
2020-08-15,,11865.6982421875,,
2020-08-16,,11892.8037109375,,
2020-08-17,111.26866912841797,12254.40234375,126.84696197509766,33.80379104614258
2020-08-18,112.19584655761719,11991.2333984375,127.78351593017578,33.637306213378906
2020-08-19,112.33663177490234,11758.283203125,128.0388946533203,33.26470184326172
2020-08-20,114.82933044433594,11878.3720703125,128.9158172607422,32.757328033447266
2020-08-21,120.74676513671875,11592.4892578125,130.05667114257812,32.51156997680664
2020-08-22,,11681.8251953125,,
2020-08-23,,11664.84765625,,
2020-08-24,122.19091796875,11774.595703125,130.39952087402344,33.470821380615234
2020-08-25,121.18850708007812,11366.134765625,130.32237243652344,32.40851593017578
2020-08-26,122.8365707397461,11488.36328125,130.52804565429688,31.71879768371582
2020-08-27,121.36811828613281,11323.3974609375,131.11082458496094,31.504745483398438
2020-08-28,121.17152404785156,11542.5,131.67649841308594,32.25788116455078
2020-08-29,,11506.865234375,,
2020-08-30,,11711.505859375,,
2020-08-31,125.28071594238281,11680.8203125,131.47940063476562,31.66329574584961
2020-09-01,130.27096557617188,11970.478515625,129.8595733642578,31.25899314880371
2020-09-02,127.57195281982422,11414.0341796875,131.83934020996094,31.0687255859375
2020-09-03,117.3584213256836,10245.296875,128.1711883544922,31.005298614501953
2020-09-04,117.43611907958984,10511.8134765625,127.34840393066406,30.981517791748047
2020-09-05,,10169.5673828125,,
2020-09-06,,10280.3515625,,
2020-09-07,,10369.5634765625,,
2020-09-08,109.53324890136719,10131.5166015625,126.2085189819336,30.26803207397461
2020-09-09,113.90214538574219,10242.34765625,128.29971313476562,30.085691452026367
2020-09-10,110.18374633789062,10363.138671875,125.9085922241211,29.332557678222656
2020-09-11,108.73712921142578,10400.9150390625,126.65418243408203,29.253278732299805
2020-09-12,,10442.1708984375,,
2020-09-13,,10323.755859375,,
2020-09-14,111.9992446899414,10680.837890625,127.1427230834961,29.06301498413086
2020-09-15,112.17402648925781,10796.951171875,127.60552215576172,28.753829956054688
2020-09-16,108.86334228515625,10974.9052734375,127.18556213378906,29.974702835083008
2020-09-17,107.12548828125,10948.990234375,126.13140869140625,29.96677017211914
2020-09-18,103.72746276855469,10944.5859375,127.85406494140625,29.48318099975586
2020-09-19,,11094.3466796875,,
2020-09-20,,10938.271484375,,
2020-09-21,106.8730697631836,10462.259765625,124.35731506347656,28.880674362182617
2020-09-22,108.55268096923828,10538.4599609375,123.59455871582031,28.16718101501465
2020-09-23,103.99930572509766,10246.1865234375,123.79168701171875,27.2634220123291
2020-09-24,105.06725311279297,10760.06640625,123.98877716064453,27.20792579650879
2020-09-25,109.00898742675781,10692.716796875,124.8372802734375,27.46161651611328
2020-09-26,,10750.7236328125,,
2020-09-27,,10775.26953125,,
2020-09-28,111.61090087890625,10709.65234375,126.0799789428711,27.992773056030273
2020-09-29,110.76625061035156,10844.640625,126.03713989257812,27.176212310791016
2020-09-30,112.4361343383789,10784.4912109375,127.59695434570312,27.215862274169922
2020-10-01,113.38758087158203,10619.4521484375,126.25997924804688,26.264528274536133
2020-10-02,109.72742462158203,10575.974609375,125.33433532714844,26.145614624023438
2020-10-03,,10549.3291015625,,
2020-10-04,,10669.5830078125,,
2020-10-05,113.10602569580078,10793.33984375,127.03987884521484,26.74812126159668
2020-10-06,109.86334228515625,10604.40625,125.35147094726562,26.470653533935547
2020-10-07,111.7274169921875,10668.96875,126.73990631103516,26.557857513427734
